timestamp,pace_min_per_km,elevation_meters,heart_rate_bpm
2024-09-22 10:19:08,10.286120546401389,53.4,116
2024-09-22 10:19:09,10.366404856355471,53.3,116
2024-09-22 10:19:10,6.857676374642319,53.3,116
2024-09-22 10:19:11,6.294561826815798,53.2,116
2024-09-22 10:19:12,6.103930210400132,53.2,116
2024-09-22 10:19:13,6.098086239179637,53.1,116
2024-09-22 10:19:14,6.051603378480782,53.1,116
2024-09-22 10:19:15,6.057924978787771,53.0,116
2024-09-22 10:19:16,6.063190175657878,52.9,116
2024-09-22 10:19:17,6.075296222931601,52.9,122
2024-09-22 10:19:18,6.05546312126693,52.8,122
2024-09-22 10:19:19,6.0069734492658124,52.7,122
2024-09-22 10:19:20,6.0667988395308265,52.7,122
2024-09-22 10:19:21,6.000043964742654,52.6,122
2024-09-22 10:19:22,6.047681007790653,52.6,122
2024-09-22 10:19:23,6.053848739803407,52.5,122
2024-09-22 10:19:24,5.976495631754958,52.4,122
2024-09-22 10:19:25,6.042776501328874,52.4,122
2024-09-22 10:19:26,5.948831839465933,52.3,122
2024-09-22 10:19:27,6.0532632990592585,52.3,122
2024-09-22 10:19:28,5.987689887189898,52.2,122
2024-09-22 10:19:29,5.994456531860288,52.2,122
2024-09-22 10:19:30,6.097884629859972,52.2,122
2024-09-22 10:19:31,5.876790959854543,52.1,122
2024-09-22 10:19:32,6.022357423813173,52.1,126
2024-09-22 10:19:33,5.967896963250123,52.0,126
2024-09-22 10:19:34,5.987719148242246,52.0,126
2024-09-22 10:19:35,6.063450709248832,52.0,126
2024-09-22 10:19:36,5.944762788049213,51.9,128
2024-09-22 10:19:37,6.05591568916262,51.8,128
2024-09-22 10:19:38,6.007335807708367,51.6,128
2024-09-22 10:19:39,5.9962597799177795,51.6,128
2024-09-22 10:19:40,6.041890539940942,51.5,128
2024-09-22 10:19:41,5.9081548138775135,51.4,128
2024-09-22 10:19:42,5.942408451798242,51.3,128
2024-09-22 10:19:43,5.89189315601286,51.2,128
2024-09-22 10:19:44,5.883305369212872,51.2,128
2024-09-22 10:19:45,6.046236599913649,51.2,128
2024-09-22 10:19:46,5.9159195230304285,51.2,128
2024-09-22 10:19:47,6.004674095462877,51.2,128
2024-09-22 10:19:48,6.0422858602095735,51.2,129
2024-09-22 10:19:49,5.984670023338612,51.2,129
2024-09-22 10:19:50,6.083636870991723,51.2,129
2024-09-22 10:19:51,6.032870242066015,51.2,129
2024-09-22 10:19:52,6.039228744219973,51.3,129
2024-09-22 10:19:53,6.08133175628917,51.3,129
2024-09-22 10:19:54,5.968620906118074,51.4,129
2024-09-22 10:19:55,6.0399013781346556,51.4,129
2024-09-22 10:19:56,5.960739019591633,51.5,129
2024-09-22 10:19:57,5.9746020397885635,51.5,130
2024-09-22 10:19:58,6.065622857782988,51.6,130
2024-09-22 10:19:59,6.00141223991181,51.6,130
2024-09-22 10:20:00,6.160488935922854,51.7,131
2024-09-22 10:20:01,6.0977343063591745,51.7,131
2024-09-22 10:20:02,6.099735167007144,51.8,131
2024-09-22 10:20:03,6.154499954184265,51.8,132
2024-09-22 10:20:04,6.071901439133862,52.0,132
2024-09-22 10:20:05,6.22918239929507,52.0,132
2024-09-22 10:20:06,6.165925523042035,52.1,132
2024-09-22 10:20:07,6.175700036006311,52.1,132
2024-09-22 10:20:08,6.246623635138648,52.2,132
2024-09-22 10:20:09,6.134903943980878,52.3,132
2024-09-22 10:20:10,6.198299694163452,52.4,132
2024-09-22 10:20:11,6.212276873545479,52.4,132
2024-09-22 10:20:12,6.169607567913514,52.5,134
2024-09-22 10:20:13,6.259419440444969,52.5,134
2024-09-22 10:20:14,6.143165528133453,52.7,134
2024-09-22 10:20:15,6.210897175439469,52.7,134
2024-09-22 10:20:16,6.216356985793533,52.7,134
2024-09-22 10:20:17,6.155348653561654,52.8,134
2024-09-22 10:20:18,6.303157620486655,52.9,134
2024-09-22 10:20:19,6.240723618689791,52.9,134
2024-09-22 10:20:20,6.2263681800797475,53.0,137
