timestamp,pace_min_per_km,elevation_meters,heart_rate_bpm
2024-09-22 10:17:56,5.0,56.5,130
2024-09-22 10:18:08,213.5649371036215,56.5,130
2024-09-22 10:18:10,40.08401865317783,56.5,130
2024-09-22 10:18:11,17.797078625521053,56.5,130
2024-09-22 10:18:12,3.706839217228622,56.4,130
2024-09-22 10:18:13,12.517985999925196,56.3,130
2024-09-22 10:18:14,2.894955014518184,56.2,130
2024-09-22 10:18:15,6.668408135149747,56.2,130
2024-09-22 10:18:16,6.422852647917366,56.1,130
2024-09-22 10:18:17,3.4244803092974876,56.0,130
2024-09-22 10:18:18,9.689050922666588,56.0,130
2024-09-22 10:18:19,3.1901483219654145,55.9,130
2024-09-22 10:18:20,6.772513151582197,55.9,130
2024-09-22 10:18:21,6.466710835053135,55.8,130
2024-09-22 10:18:22,3.013885368217193,55.7,130
2024-09-22 10:18:24,11.251169934798092,55.6,130
2024-09-22 10:18:25,2.913545628630002,55.5,130
2024-09-22 10:18:26,9.294114072082179,55.5,130
2024-09-22 10:18:27,2.933533911537284,55.4,114
2024-09-22 10:18:28,7.8207114049814885,55.3,114
2024-09-22 10:18:29,8.222252895080368,55.3,114
2024-09-22 10:18:30,2.4225661970351733,55.1,114
2024-09-22 10:18:31,16.80073635055696,55.1,114
2024-09-22 10:18:32,2.9232729487033953,55.0,114
2024-09-22 10:18:33,7.412418932531383,55.0,114
2024-09-22 10:18:34,7.193171959105957,54.9,114
2024-09-22 10:18:35,3.8386097289392156,54.8,114
2024-09-22 10:18:36,9.843150704898427,54.8,114
2024-09-22 10:18:37,1.3034611607224702,54.6,114
2024-09-22 10:18:38,6.35251394685768,54.6,114
2024-09-22 10:18:39,6.578784959704766,54.5,114
2024-09-22 10:18:40,3.323243752539423,54.5,114
2024-09-22 10:18:41,12.045900118530795,54.4,114
2024-09-22 10:18:42,2.931697011638826,54.4,118
2024-09-22 10:18:43,8.017833234379149,54.4,118
2024-09-22 10:18:44,7.784939167378644,54.3,118
2024-09-22 10:18:45,3.1204907651021503,54.3,118
2024-09-22 10:18:46,10.492074529236746,54.3,118
2024-09-22 10:18:47,3.1862736985516733,54.5,118
2024-09-22 10:18:48,5.988535164878224,54.5,118
2024-09-22 10:18:49,6.049488199600116,54.4,118
2024-09-22 10:18:50,2.034630557109896,54.3,118
2024-09-22 10:18:51,5.325809445643274,54.3,118
2024-09-22 10:18:52,5.387662745256777,54.2,118
2024-09-22 10:18:53,3.242991434438543,54.2,117
2024-09-22 10:18:54,9.271958927610536,54.1,117
2024-09-22 10:18:55,3.6229565387761395,54.1,117
2024-09-22 10:18:56,8.229388050644221,54.0,117
2024-09-22 10:18:57,8.529791412609287,54.0,117
2024-09-22 10:18:58,3.900322406963128,53.9,117
2024-09-22 10:18:59,7.899730295085109,53.9,117
2024-09-22 10:19:00,2.6868792705721423,53.8,117
2024-09-22 10:19:01,6.260291320407284,53.7,117
2024-09-22 10:19:02,6.260292074507259,53.7,117
2024-09-22 10:19:03,2.8595317030929754,53.6,117
2024-09-22 10:19:04,9.32492070135105,53.6,117
2024-09-22 10:19:05,3.5168359629366712,53.5,117
2024-09-22 10:19:06,6.94924653764152,53.5,117
2024-09-22 10:19:07,7.263803673056136,53.4,116
2024-09-22 10:19:08,3.3418350425392913,53.4,116
2024-09-22 10:19:09,9.81705859724492,53.3,116
2024-09-22 10:19:10,3.0412282008323452,53.3,116
2024-09-22 10:19:11,6.297145783586613,53.2,116
2024-09-22 10:19:12,6.359181640581045,53.2,116
2024-09-22 10:19:13,3.356200943998972,53.1,116
2024-09-22 10:19:14,9.729014357993945,53.1,116
2024-09-22 10:19:15,3.2742510329374097,53.0,116
2024-09-22 10:19:16,6.984319947356193,52.9,116
2024-09-22 10:19:17,7.149215484340746,52.9,122
2024-09-22 10:19:18,2.2344942094173015,52.8,122
2024-09-22 10:19:19,6.779670602599505,52.7,122
2024-09-22 10:19:20,6.77967173786623,52.7,122
2024-09-22 10:19:21,2.7672206642917905,52.6,122
2024-09-22 10:19:22,9.324933417933137,52.6,122
2024-09-22 10:19:23,3.3839492889824387,52.5,122
2024-09-22 10:19:24,6.60998345189117,52.4,122
2024-09-22 10:19:25,6.890397803065009,52.4,122
2024-09-22 10:19:26,3.6574343603056563,52.3,122
2024-09-22 10:19:27,9.199421487136824,52.3,122
2024-09-22 10:19:28,3.8863066928198653,52.2,122
2024-09-22 10:19:29,8.628251575303732,52.2,122
2024-09-22 10:19:30,8.62825207701622,52.2,122
2024-09-22 10:19:31,3.535116150231265,52.1,122
2024-09-22 10:19:32,11.657260786221158,52.1,126
2024-09-22 10:19:33,4.144791298748364,52.0,126
2024-09-22 10:19:34,8.38250305863335,52.0,126
2024-09-22 10:19:35,8.382503389334396,52.0,126
2024-09-22 10:19:36,2.721875432921298,51.9,128
2024-09-22 10:19:37,7.9726352275268955,51.8,128
2024-09-22 10:19:38,3.4377210596024486,51.6,128
2024-09-22 10:19:39,5.914223292269586,51.6,128
2024-09-22 10:19:40,6.061089353929159,51.5,128
2024-09-22 10:19:41,4.021756554725053,51.4,128
2024-09-22 10:19:42,4.986915286882484,51.3,128
2024-09-22 10:19:43,4.986915487256297,51.2,128
2024-09-22 10:19:44,7.269671959379287,51.2,128
2024-09-22 10:19:45,12.89636460714881,51.2,128
2024-09-22 10:19:46,2.6730499162435017,51.2,128
2024-09-22 10:19:47,8.51154804449863,51.2,128
2024-09-22 10:19:48,8.245241049680008,51.2,129
2024-09-22 10:19:49,2.59253798734246,51.2,129
2024-09-22 10:19:50,7.97264141629653,51.2,129
2024-09-22 10:19:51,2.279811710100807,51.2,129
2024-09-22 10:19:52,5.769172874494221,51.3,129
2024-09-22 10:19:53,5.769172158590395,51.3,129
2024-09-22 10:19:54,2.509307917344761,51.4,129
2024-09-22 10:19:55,7.899784859771,51.4,129
2024-09-22 10:19:56,3.479646538062987,51.5,129
2024-09-22 10:19:57,9.361572624425023,51.5,130
2024-09-22 10:19:58,9.361571486628627,51.6,130
2024-09-22 10:19:59,4.047093222814318,51.6,130
2024-09-22 10:20:00,12.231481031234857,51.7,131
2024-09-22 10:20:01,2.495013546586554,51.7,131
2024-09-22 10:20:02,6.380343713385457,51.8,131
2024-09-22 10:20:03,6.145418933720196,51.8,132
2024-09-22 10:20:04,4.369009798326869,52.0,132
2024-09-22 10:20:05,12.953693572609147,52.0,132
2024-09-22 10:20:06,3.1538339624594007,52.1,132
2024-09-22 10:20:07,7.850274450912706,52.1,132
2024-09-22 10:20:08,7.597250990479527,52.2,132
2024-09-22 10:20:09,3.1138771277786876,52.3,132
2024-09-22 10:20:10,6.8449732117867494,52.4,132
2024-09-22 10:20:11,7.135776546508265,52.4,132
2024-09-22 10:20:12,3.7990233026631124,52.5,134
2024-09-22 10:20:13,8.744913295886304,52.5,134
2024-09-22 10:20:14,2.753779619303014,52.7,134
2024-09-22 10:20:15,7.338149871298415,52.7,134
2024-09-22 10:20:16,7.311908568600017,52.7,134
2024-09-22 10:20:17,3.488715550427931,52.8,134
2024-09-22 10:20:18,11.103032224917328,52.9,134
2024-09-22 10:20:19,3.033630494787736,52.9,134
2024-09-22 10:20:20,5.918345421263621,53.0,137
2024-09-22 10:20:21,5.950908060869712,53.0,137
2024-09-22 10:20:22,3.2046682769348465,53.1,137
2024-09-22 10:20:23,10.645542108917963,53.1,137
2024-09-22 10:20:24,3.272364875171593,53.2,140
2024-09-22 10:20:25,7.734445968781238,53.2,140
2024-09-22 10:20:26,7.73444513194315,53.3,140
2024-09-22 10:20:27,3.077561656951241,53.4,140
2024-09-22 10:20:28,7.359511849058915,53.4,140
2024-09-22 10:20:29,7.263825316273326,53.4,140
2024-09-22 10:20:30,3.8589836716847525,53.5,140
2024-09-22 10:20:31,9.902414403460213,53.5,140
2024-09-22 10:20:32,3.067447729960185,53.6,142
2024-09-22 10:20:33,7.6866262064376745,53.6,142
2024-09-22 10:20:34,7.758371286871388,53.7,142
2024-09-22 10:20:35,3.862406157555492,53.7,141
2024-09-22 10:20:36,9.563808384159593,53.7,141
2024-09-22 10:20:37,3.1625664507588085,53.8,141
2024-09-22 10:20:38,7.553193401464728,53.8,141
2024-09-22 10:20:39,7.810865496657623,53.9,141
2024-09-22 10:20:40,3.449926314764455,53.9,141
2024-09-22 10:20:41,9.489811529252009,54.0,141
2024-09-22 10:20:42,3.4426388587510655,54.0,141
2024-09-22 10:20:43,7.3118996025882526,54.1,141
2024-09-22 10:20:44,7.5821296510090965,54.1,141
2024-09-22 10:20:45,3.678196811697146,54.1,141
2024-09-22 10:20:46,8.266337787503955,54.2,141
2024-09-22 10:20:47,2.921677708858974,54.3,141
2024-09-22 10:20:48,7.308934282085296,54.3,141
2024-09-22 10:20:49,7.691760009741355,54.3,141
2024-09-22 10:20:50,3.5105272575677686,54.4,142
2024-09-22 10:20:51,10.733686239702477,54.4,142
2024-09-22 10:20:52,3.4362999217453996,54.5,142
2024-09-22 10:20:53,8.422060925110506,54.5,142
2024-09-22 10:20:54,8.700592145632895,54.6,142
2024-09-22 10:20:55,2.8650842582164353,54.6,142
2024-09-22 10:20:56,6.568884322480973,54.7,142
2024-09-22 10:20:57,6.754016899296135,54.7,143
2024-09-22 10:20:58,3.785013958965958,54.8,143
2024-09-22 10:20:59,9.402687728642189,54.8,143
2024-09-22 10:21:00,4.188511767569019,54.9,143
2024-09-22 10:21:01,9.470842382490714,54.9,143
2024-09-22 10:21:02,9.817079212370954,54.9,144
2024-09-22 10:21:03,3.326230326306142,55.0,144
2024-09-22 10:21:04,9.573756738813625,55.0,144
2024-09-22 10:21:05,3.041235182875809,55.1,144
2024-09-22 10:21:06,6.924855038549839,55.1,144
2024-09-22 10:21:07,7.209678228473197,55.2,144
2024-09-22 10:21:08,3.737646412714178,55.3,144
2024-09-22 10:21:09,11.355046611422628,55.3,144
2024-09-22 10:21:10,3.4362994454514495,55.4,144
2024-09-22 10:21:11,8.317671396388084,55.4,144
